Diện tích,Mức giá,Số tầng,Số phòng ngủ,Số toilet,Latitude,Longitude,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Pháp lý,Nội thất
69 m²,2.42 tỷ,2,2,2,,,,,,,Sổ hồng,
99 m²,4.15 tỷ,2,3,2,,,,,,,Sổ hồng,
43 m²,2.29 tỷ,2,2,2,,,,,,,Sổ hồng,
81 m²,13.5 tỷ,5+,5,5,,,,,,,Sổ hồng,Đầy đủ.
74 m²,12.3 tỷ,5+,5,5,,,,,,,Sổ hồng,Đầy đủ.
41 m²,2.9 tỷ,3,3,2,,,,,,,Sổ hồng,Đầy đủ
110 m²,2.3 tỷ,2,1,1,,,,,,,,Đầy đủ
100 m²,4.5 tỷ,2,4,4,,,,,,,Sổ hồng,Đầy đủ.
100 m²,5.4 tỷ,3,4,4,,,,,,,Sổ đỏ,Đầy đủ.
102 m²,8.4 tỷ,1,2,2,,,,,,,Sổ hồng,Đầy đủ.
99 m²,4.15 tỷ,2,3,2,,,5.5 m,18 m,,,Sổ hồng,
226 m²,15 tỷ,4,3,5,,,13 m,19 m,,,Sổ đỏ,
125 m²,4.8 tỷ,3,4,2,,,5 m,25 m,,,Sổ đỏ,
90 m²,15.5 tỷ,,13,14,,,,,,,Sổ hồng,
300 m²,15 tỷ,3,10,8,,,15 m,20 m,,,Sổ hồng,
90 m²,10 tỷ,,10,11,,,5 m,18 m,,,Sổ hồng,
150 m²,9.6 tỷ,,2,1,,,12.5 m,12 m,,,Sổ đỏ,
60 m²,4.19 tỷ,1,2,1,,,4.5 m,13 m,,,Sổ hồng,
215 m²,22 tỷ,5,5,5,,,,,,,Sổ đỏ,
215 m²,22 tỷ,5,5,5,,,,,,,Sổ đỏ,
80 m²,5.5 tỷ,2,3,2,,,4.5 m,17.5 m,,,Sổ hồng,
77 m²,5.1 tỷ,2,3,2,,,5.2 m,15 m,,,Sổ hồng,
100 m²,4.65 tỷ,2,3,2,,,4.6 m,27.3 m,,,Sổ hồng,
87 m²,5.4 tỷ,4,5,5,,,4.3 m,21 m,,,Sổ hồng,
80 m²,3.65 tỷ,2,3,3,,,4.5 m,18 m,,,Sổ hồng,
94 m²,6.5 tỷ,4,4,4,,,5.5 m,17 m,,,Sổ hồng,
93 m²,6.5 tỷ,4,4,5,,,6 m,16 m,,,Sổ đỏ,
99 m²,5.7 tỷ,4,3,4,,,5.5 m,18 m,,,Sổ hồng,
120 m²,22 tỷ,,,,,,,,,,,
70 m²,5.56 tỷ,3,3,3,,,7 m,10 m,,,Sổ hồng,
220 m²,11.3 tỷ,,,,,,10 m,22 m,,,Sổ đỏ,
38 m²,2.2 tỷ,,,,,,6 m,6.4 m,,,Sổ đỏ,
107 m²,11 tỷ,5,5,5,,,5 m,21.5 m,,,Sổ đỏ,
108 m²,11 tỷ,5,5,5,,,5 m,21.5 m,,,Sổ hồng,
63 m²,4.75 tỷ,1,2,1,,,4.8 m,13.5 m,,,Sổ hồng,
119 m²,4.1 tỷ,2,5,3,,,10.5 m,,,,Sổ đỏ,
119 m²,4.1 tỷ,2,5,3,,,10.5 m,,,,Sổ đỏ,
112 m²,6.8 tỷ,3,3,3,,,5 m,22 m,,,Sổ đỏ,
92 m²,7.45 tỷ,3,3,3,,,5 m,19 m,,,Sổ hồng,
87 m²,5.85 tỷ,3,4,4,,,5 m,17.3 m,,,Sổ đỏ,
70 m²,6.4 tỷ,2,3,2,,,5 m,14 m,,,Sổ hồng,
90 m²,2.8 tỷ,2,3,2,,,5.5 m,17 m,,,Sổ hồng,
90 m²,2.8 tỷ,,,,,,5.5 m,16 m,,,Sổ đỏ,
45 m²,3.3 tỷ,,,,,,1 m,1 m,,,Sổ đỏ,
90 m²,3.4 tỷ,2,3,3,,,5 m,18 m,,,Sổ đỏ,
925 m²,6.2 tỷ,2,3,2,,,5 m,18.5 m,,,Sổ hồng,
90 m²,4.4 tỷ,,5,5,,,4.51 m,20 m,,,,
70 m²,6.4 tỷ,2,3,2,,,5 m,14 m,,,Sổ hồng,
92 m²,7.45 tỷ,3,3,3,,,5 m,19 m,,,Sổ hồng,
54 m²,7.5 tỷ,3,3,3,,,5.8 m,9 m,,,Sổ đỏ,
100 m²,11.5 tỷ,5,5,5,,,6 m,19 m,,,Sổ đỏ,
100 m²,11.5 tỷ,5,5,5,,,6 m,19 m,,,Sổ đỏ,
69 m²,2.42 tỷ,2,2,2,,,4.4 m,14.7 m,,,Sổ hồng,
65 m²,4.45 tỷ,3,3,,,,5 m,14 m,,,Sổ đỏ,
65 m²,4.45 tỷ,3,3,,,,5 m,14 m,,,Sổ đỏ,
127 m²,7.4 tỷ,3,,,,,1 m,1 m,,,Sổ đỏ,
98 m²,10.1 tỷ,5,5,5,,,4.5 m,21.5 m,,,Sổ hồng,
190 m²,5.6 tỷ,1,3,2,,,10 m,19 m,,,Sổ hồng,
33 m²,1.82 tỷ,2,2,2,,,3.6 m,8.3 m,,,Sổ hồng,
75 m²,3.75 tỷ,2,3,2,,,5 m,17 m,,,Sổ đỏ,
81 m²,4.1 tỷ,2,3,3,,,4.5 m,18 m,,,Sổ đỏ,
130 m²,5.55 tỷ,2,3,2,,,6 m,21.5 m,,,Sổ hồng,
130 m²,5.55 tỷ,2,3,2,,,6 m,21.5 m,,,Sổ hồng,
70 m²,6.4 tỷ,2,3,2,,,5 m,14 m,,,Sổ hồng,
80 m²,5.5 tỷ,2,3,3,,,4.5 m,17.5 m,,,Sổ đỏ,
70 m²,5.5 tỷ,3,4,3,,,7 m,10 m,,,Sổ đỏ,
100 m²,5.5 tỷ,1,1,1,,,5 m,20 m,,,Sổ hồng,
70 m²,5.5 tỷ,2,3,2,,,5 m,14 m,,,Sổ hồng,
80 m²,15 tỷ,5,9,10,,,5 m,16 m,,,Sổ hồng,
35 m²,2.1 tỷ,2,2,2,,,3.6 m,9.2 m,,,Sổ hồng,
45 m²,2.3 tỷ,2,3,2,,,3.5 m,13.5 m,,,Sổ hồng,
55 m²,2.95 tỷ,2,4,2,,,3.6 m,9.2 m,,,Sổ hồng,
90 m²,25.5 tỷ,5,5,5,,,5 m,18 m,,,Sổ hồng,
100 m²,4.87 tỷ,3,4,4,,,5 m,20 m,,,Sổ đỏ,
94 m²,6.5 tỷ,4,4,5,,,6 m,15.6 m,,,Sổ hồng,
81 m²,5.65 tỷ,3,4,4,,,4.5 m,18 m,,,Sổ đỏ,
60 m²,2.35 tỷ,2,3,2,,,4.6 m,13 m,,,Sổ đỏ,
80 m²,4.5 tỷ,2,2,2,,,5 m,16 m,,,Sổ hồng,
81 m²,6.5 tỷ,3,3,3,,,4.5 m,13 m,,,Sổ hồng,
40 m²,2.66 tỷ,3,2,2,,,6.8 m,6 m,,,Sổ hồng,
100 m²,7.5 tỷ,,,,,,5 m,20 m,,,Sổ đỏ,
40 m²,2.66 tỷ,3,2,2,,,7.5 m,5.5 m,,,Sổ đỏ,
78 m²,4 tỷ,,,,,,6 m,13 m,,,Sổ đỏ,
1 m²,2.6 tỷ,,,,,,1 m,1 m,,,Sổ đỏ,
150 m²,9.7 tỷ,,1,1,,,,,,,Sổ đỏ,
74 m²,3.45 tỷ,3,3,3,,,4.3 m,17.2 m,,,Sổ đỏ,
71 m²,4.15 tỷ,2,4,3,,,5.7 m,12 m,,,Sổ hồng,
131 m²,20.5 tỷ,5,5,5,,,5 m,26 m,,,Sổ hồng,
112 m²,7.9 tỷ,3,4,5,,,5 m,22.5 m,,,Sổ hồng,
90 m²,1.85 tỷ,1,2,1,,,5.2 m,17.4 m,,,Sổ đỏ,
90 m²,2.7 tỷ,2,3,2,,,5.5 m,17 m,,,Sổ hồng,
40 m²,2.66 tỷ,3,2,2,,,7.7 m,5.1 m,,,Sổ đỏ,
140 m²,45 tỷ,3,19,20,,,20 m,26 m,,,Sổ hồng,
140 m²,35 tỷ,3,2,3,,,7 m,20 m,,,Sổ hồng,
50 m²,2.23 tỷ,2,2,2,,,5 m,10 m,,,Sổ hồng,
46 m²,2.3 tỷ,2,3,2,,,3.5 m,13.5 m,,,Sổ hồng,
68 m²,3.39 tỷ,3,3,2,,,4.5 m,15 m,,,Sổ hồng,
127 m²,7.4 tỷ,,,,,,1 m,1 m,,,Sổ đỏ,
235 m²,52 tỷ,5,5,5,,,11.7 m,20 m,,,Sổ hồng,
67 m²,2.35 tỷ,1,1,1,,,4.5 m,14.85 m,,,Sổ hồng,
50 m²,2.23 tỷ,2,2,2,,,5 m,10 m,,,Sổ hồng,
46 m²,2.3 tỷ,2,3,2,,,3.5 m,13.5 m,,,Sổ hồng,
62 m²,2.59 tỷ,1,2,2,,,4.5 m,14 m,,,Sổ hồng,
90 m²,6.8 tỷ,3,5,5,,,5 m,18 m,,,Sổ đỏ,
125 m²,22.5 tỷ,5,5,5,,,5 m,25 m,,,Sổ đỏ,
60 m²,2.35 tỷ,2,3,2,,,4.6 m,13 m,,,Sổ đỏ,
46 m²,2.3 tỷ,2,3,2,,,3.5 m,13.5 m,,,Sổ hồng,
46 m²,2.3 tỷ,2,3,2,,,3.5 m,13.5 m,,,Sổ hồng,
90 m²,3.55 tỷ,2,3,2,,,4.2 m,22 m,,,Sổ hồng,
37 m²,1.88 tỷ,2,2,2,,,5.2 m,7 m,,,Sổ hồng,
100 m²,5.7 tỷ,3,4,4,,,5.5 m,18 m,,,Sổ hồng,
50 m²,2.23 tỷ,2,2,2,,,5 m,10 m,,,Sổ hồng,
62 m²,3.15 tỷ,2,3,2,,,5.8 m,11 m,,,Sổ hồng,
60 m²,3.65 tỷ,3,4,4,,,4.5 m,13.5 m,,,Sổ đỏ,
96 m²,9.5 tỷ,2,4,3,,,5 m,19 m,,,Sổ hồng,
100 m²,14.5 tỷ,4,8,9,,,5 m,20 m,,,,
99 m²,12.5 tỷ,4,4,4,,,4.5 m,22 m,,,Sổ hồng,
73 m²,8.5 tỷ,3,3,2,,,4.5 m,16.5 m,,,,
188 m²,10.3 tỷ,4,6,6,,,7 m,27 m,,,Sổ đỏ,
750 m²,10.5 tỷ,4,30,30,,,10 m,75 m,,,Sổ hồng,
93 m²,6.55 tỷ,3,3,4,,,4.5 m,20.5 m,,,Sổ hồng,
130 m²,16.9 tỷ,3,4,4,,,8 m,16.5 m,,,Sổ đỏ,
90 m²,5.1 tỷ,4,4,4,,,5 m,18 m,,,Sổ hồng,
90 m²,4.9 tỷ,3,3,3,,,5 m,18 m,,,Sổ đỏ,
90 m²,3.75 tỷ,2,3,3,,,4.5 m,20 m,,,Sổ hồng,
100 m²,2.85 tỷ,2,4,4,,,5 m,19.98 m,,,Sổ hồng,
98 m²,13.9 tỷ,5,9,10,,,5.5 m,17 m,,,,
75 m²,3.9 tỷ,3,4,4,,,4.2 m,18 m,,,Sổ hồng,
70 m²,16 tỷ,3,3,3,,,6.3 m,11.5 m,,,,
252 m²,28 tỷ,3,5,5,,,11 m,24 m,,,Sổ hồng,
80 m²,4.19 tỷ,1,2,2,,,6 m,13 m,,,Sổ hồng,
61 m²,2.75 tỷ,2,3,3,,,5.2 m,11.7 m,,,Sổ đỏ,
85 m²,5.2 tỷ,1,2,1,,,5 m,17 m,,,Sổ hồng,
58 m²,5.2 tỷ,2,2,2,,,4.2 m,13.9 m,,,Sổ hồng,
61 m²,6.5 tỷ,4,3,3,,,4.3 m,14 m,,,Sổ hồng,
90 m²,3.55 tỷ,2,3,2,,,4.2 m,22 m,,,Sổ hồng,
234 m²,52 tỷ,5,5,5,,,11.7 m,20 m,,,Sổ đỏ,
108 m²,16.8 tỷ,,,,,,,,,,,
90 m²,3.55 tỷ,2,3,2,,,4.2 m,22 m,,,Sổ hồng,
171 m²,3.1 tỷ,1,2,1,,,4.5 m,39 m,,,Sổ hồng,
234 m²,52 tỷ,5,5,5,,,11.7 m,20 m,,,Sổ đỏ,
100 m²,8.4 tỷ,2,3,3,,,5 m,20 m,,,Sổ hồng,
72 m²,2.1 tỷ,1,,,,,5 m,15 m,,,Sổ đỏ,
68 m²,1.95 tỷ,2,3,1,,,6.5 m,11 m,,,Sổ đỏ,
106 m²,4.7 tỷ,1,5,5,,,5.3 m,20 m,,,Sổ hồng,
50 m²,2.25 tỷ,2,2,2,,,5 m,10 m,,,Sổ hồng,
90 m²,5.5 tỷ,4,5,4,,,5 m,18 m,,,Sổ đỏ,
28 m²,1.58 tỷ,2,2,2,,,3.1 m,9 m,,,Sổ hồng,
5 m²,3.6 tỷ,3,2,2,,,4 m,12.5 m,,,Sổ hồng,
90 m²,2.7 tỷ,1,2,2,,,4 m,22 m,,,Sổ hồng,
65 m²,4.45 tỷ,3,3,3,,,5 m,14 m,,,Sổ hồng,
80 m²,3.65 tỷ,2,3,3,,,4.5 m,18 m,,,Sổ hồng,
85 m²,5.3 tỷ,4,5,5,,,4.6 m,17 m,,,Sổ hồng,
105 m²,5.99 tỷ,3,3,3,,,5 m,21 m,,,Sổ hồng,
60 m²,2.99 tỷ,3,4,3,,,7 m,8.2 m,,,Sổ hồng,
67 m²,3.7 tỷ,4,4,4,,,6.2 m,11.8 m,,,Sổ hồng,
51 m²,3.15 tỷ,1,2,2,,,4.5 m,11.5 m,,,Sổ hồng,
61 m²,3.4 tỷ,3,4,4,,,5.7 m,10.4 m,,,Sổ đỏ,
51 m²,3.15 tỷ,1,2,2,,,4.5 m,11.5 m,,,Sổ hồng,
53 m²,2.98 tỷ,1,1,1,,,4 m,14 m,,,Sổ hồng,
72 m²,3.28 tỷ,2,3,4,,,4 m,16 m,,,Sổ đỏ,
34 m²,1.58 tỷ,1,1,1,,,5.55 m,6 m,,,Sổ hồng,
90 m²,8.5 tỷ,5,5,5,,,5 m,18 m,,,Sổ đỏ,
70 m²,3.75 tỷ,2,3,3,,,5 m,14 m,,,Sổ đỏ,
74 m²,3.45 tỷ,3,3,3,,,4.3 m,17.2 m,,,Sổ đỏ,
61 m²,2.69 tỷ,2,3,3,,,5.6 m,11 m,,,Sổ đỏ,
62 m²,2.75 tỷ,1,2,2,,,4.5 m,14 m,,,Sổ hồng,
60 m²,3.25 tỷ,3,3,4,,,4 m,13 m,,,Sổ đỏ,
55 m²,3.9 tỷ,2,2,2,,,4.4 m,12.5 m,,,Sổ đỏ,
125 m²,16.95 tỷ,4,5,5,,,5 m,25 m,,,Sổ đỏ,
106 m²,4.7 tỷ,1,5,5,,,5.3 m,20 m,,,Sổ hồng,
77 m²,4.9 tỷ,3,3,3,,,5.3 m,15 m,,,Sổ hồng,
67 m²,3.7 tỷ,4,4,4,,,6.2 m,11.8 m,,,Sổ hồng,
40 m²,1.75 tỷ,2,3,2,,,3.4 m,12 m,,,Sổ hồng,
55 m²,2.75 tỷ,2,2,2,,,3.5 m,13 m,,,Sổ hồng,
60 m²,2.99 tỷ,3,4,3,,,7 m,8.2 m,,,Sổ hồng,
134 m²,10.4 tỷ,2,,,,,,,,,Sổ đỏ,
98 m²,3.3 tỷ,2,,,,,5 m,20 m,,,Sổ đỏ,
150 m²,3.65 tỷ,2,3,2,,,6.3 m,21 m,,,Sổ hồng,
100 m²,2.2 tỷ,,3,1,,,,,,,Sổ đỏ,
72 m²,3.75 tỷ,3,4,4,,,4.5 m,16 m,,,Sổ đỏ,
84 m²,3.09 tỷ,2,2,3,,,4.6 m,18.3 m,,,Sổ hồng,
67 m²,3.7 tỷ,4,4,4,,,6.2 m,11.8 m,,,Sổ hồng,
70 m²,2.95 tỷ,3,4,3,,,4 m,17.8 m,,,Sổ hồng,
108 m²,18 tỷ,,,,,,,,,,,
37 m²,2.05 tỷ,3,3,3,,,5 m,7.5 m,,,Sổ hồng,
92 m²,8.3 tỷ,5,5,5,,,5 m,19 m,,,Sổ hồng,
40 m²,1.75 tỷ,2,3,2,,,3.4 m,12 m,,,Sổ hồng,
67 m²,3.7 tỷ,4,4,4,,,6.2 m,11.8 m,,,Sổ hồng,
102 m²,11.8 tỷ,5,5,5,,,6 m,17 m,,,Sổ đỏ,
37 m²,2.05 tỷ,3,3,3,,,5 m,7.5 m,,,Sổ hồng,
87 m²,13.5 tỷ,,,,,,,,,,,
100 m²,18 tỷ,,,,,,,,,,,
115 m²,15.5 tỷ,,,,,,,,,,,
90 m²,13.5 tỷ,,,,,,,,,,,
85 m²,11.5 tỷ,,,,,,,,,,,
50 m²,3.39 tỷ,2,3,2,,,4.6 m,11 m,,,Sổ đỏ,
"3,740 m²",41.9 tỷ,1,3,3,,,46 m,82 m,,,Sổ hồng,
35 m²,2.98 tỷ,2,2,2,,,5 m,7 m,,,Sổ hồng,
103 m²,11 tỷ,2,3,2,,,5 m,20.5 m,,,Sổ hồng,
58 m²,2.19 tỷ,1,2,2,,,4.5 m,13.2 m,,,Sổ hồng,
150 m²,3.65 tỷ,2,3,2,,,8.3 m,21 m,,,Sổ hồng,
110 m²,17.3 tỷ,5,5,5,,,6.5 m,17 m,,,Sổ hồng,
53 m²,2.99 tỷ,2,4,2,,,3.5 m,9.2 m,,,Sổ hồng,
40 m²,1.75 tỷ,2,3,2,,,3.4 m,12 m,,,Sổ hồng,
78 m²,3.9 tỷ,2,3,3,,,5 m,15.5 m,,,Sổ đỏ,
47 m²,2.35 tỷ,1,2,1,,,4 m,11.6 m,,,Sổ đỏ,
85 m²,3.09 tỷ,2,2,2,,,4.5 m,19 m,,,Sổ đỏ,
54 m²,2.05 tỷ,1,2,2,,,3.2 m,17 m,,,Sổ đỏ,
85 m²,3.09 tỷ,2,2,2,,,4.5 m,19 m,,,Sổ đỏ,
54 m²,2.05 tỷ,1,2,2,,,3.2 m,17 m,,,Sổ đỏ,
60 m²,5.2 tỷ,5,,,,,8.3 m,,,,Sổ đỏ,
80 m²,5.7 tỷ,2,2,2,,,5 m,16 m,,,Sổ hồng,
80 m²,7.5 tỷ,3,3,3,,,,,,,Sổ đỏ,
105 m²,6.7 tỷ,4,4,4,,,5 m,21 m,,,Sổ hồng,
83 m²,3.7 tỷ,2,4,2,,,4 m,20 m,,,Sổ đỏ,
105 m²,5.99 tỷ,3,3,3,,,5 m,21 m,,,Sổ hồng,
53 m²,2.99 tỷ,2,4,2,,,3.5 m,9.2 m,,,Sổ hồng,
51 m²,3.55 tỷ,,,,,,3.7 m,14 m,,,Sổ đỏ,
63 m²,4.35 tỷ,3,3,3,,,4 m,18 m,,,Sổ đỏ,
103 m²,11 tỷ,2,3,2,,,5 m,20.5 m,,,Sổ hồng,
95 m²,5.3 tỷ,1,2,2,,,4.5 m,20.99 m,,,Sổ hồng,
225 m²,26 tỷ,4,5,5,,,10 m,25 m,,,Sổ hồng,
60 m²,5.2 tỷ,5,5,5,,,8 m,7.5 m,,,Sổ hồng,
65 m²,5.85 tỷ,3,3,3,,,4.5 m,14.5 m,,,Sổ hồng,
114 m²,7.2 tỷ,3,4,4,,,5 m,22.8 m,,,Sổ hồng,
53 m²,2.99 tỷ,2,4,2,,,3.5 m,9.2 m,,,Sổ hồng,
105 m²,5.99 tỷ,3,3,3,,,5 m,21 m,,,Sổ hồng,
"3,740 m²",42 tỷ,1,3,3,,,46 m,82 m,,,Sổ hồng,
39 m²,1.79 tỷ,1,2,1,,,4 m,10 m,,,Sổ hồng,
60 m²,5.2 tỷ,5,5,5,,,8 m,7.5 m,,,Sổ hồng,
120 m²,19.5 tỷ,2,2,2,,,5.5 m,22 m,,,Sổ hồng,
105 m²,5.99 tỷ,3,3,3,,,5 m,21 m,,,Sổ hồng,
96 m²,8.39 tỷ,2,3,2,,,5 m,19.5 m,,,Sổ hồng,
51 m²,2.05 tỷ,1,2,2,,,4.5 m,11.5 m,,,Sổ hồng,
50 m²,3.5 tỷ,3,4,4,,,4.1 m,12.8 m,,,Sổ hồng,
53 m²,5.15 tỷ,2,2,2,,,4.5 m,12 m,,,Sổ hồng,
98 m²,3.29 tỷ,2,3,2,,,5 m,19.8 m,,,Sổ hồng,
60 m²,5.3 tỷ,5,5,5,,,8 m,7.5 m,,,Sổ hồng,
65 m²,4.2 tỷ,1,2,2,,,3.8 m,17.6 m,,,Sổ hồng,
100 m²,3.9 tỷ,1,2,1,,,5 m,20 m,,,Sổ đỏ,
86 m²,5.3 tỷ,2,3,2,,,5 m,17 m,,,Sổ hồng,
100 m²,5.39 tỷ,2,3,2,,,5 m,20 m,,,Sổ hồng,
102 m²,11.8 tỷ,5,5,5,,,6 m,17 m,,,Sổ đỏ,
75 m²,3.5 tỷ,2,5,3,,,7.5 m,10 m,,,Sổ hồng,
640 m²,42 tỷ,2,5,5,,,16 m,45 m,,,Sổ hồng,
92 m²,10.7 tỷ,5,5,5,,,4.5 m,21 m,,,Sổ hồng,
55 m²,7.5 tỷ,3,3,3,,,5.5 m,10 m,,,Sổ hồng,
150 m²,13.5 tỷ,5,5,5,,,5 m,30 m,,,Sổ hồng,
76 m²,5.3 tỷ,4,5,5,,,5 m,15 m,,,Sổ hồng,
92 m²,10.7 tỷ,5,5,5,,,4.5 m,21 m,,,Sổ hồng,
56 m²,5.5 tỷ,3,4,3,,,4.5 m,12.49 m,,,Sổ hồng,
60 m²,5.3 tỷ,4,8,8,,,7.5 m,8 m,,,Sổ hồng,
85 m²,4.5 tỷ,3,3,4,,,3.7 m,25 m,,,Sổ hồng,
60 m²,4.2 tỷ,3,3,3,,,4 m,15 m,,,Sổ hồng,
98 m²,3.3 tỷ,2,3,4,,,5 m,20 m,,,Sổ hồng,
90 m²,6.9 tỷ,3,5,5,,,5 m,18 m,,,Sổ hồng,
560 m²,41.9 tỷ,2,5,5,,,18 m,32 m,,,Sổ hồng,
125 m²,3.25 tỷ,2,,,,,5 m,25 m,,,Sổ hồng,
76 m²,2.85 tỷ,2,3,3,,,8.9 m,8.5 m,,,Sổ hồng,
100 m²,4.7 tỷ,2,3,2,,,5 m,20 m,,,Sổ đỏ,
138 m²,5.1 tỷ,3,4,4,,,8 m,17 m,,,Sổ hồng,
550 m²,42 tỷ,2,5,5,,,18 m,31 m,,,Sổ hồng,
75 m²,2.75 tỷ,3,5,3,,,4 m,18.7 m,,,Sổ đỏ,
79 m²,4.29 tỷ,2,3,2,,,6 m,13 m,,,Sổ hồng,
137 m²,5.15 tỷ,3,4,5,,,8 m,18.2 m,,,Sổ đỏ,
137 m²,5.1 tỷ,3,4,5,,,8 m,18 m,,,Sổ đỏ,
98 m²,4.6 tỷ,2,2,2,,,4.5 m,21.65 m,,,Sổ đỏ,
100 m²,18.5 tỷ,3,5,4,,,4.5 m,22.4 m,,,Sổ hồng,
138 m²,5.19 tỷ,3,4,4,,,8 m,17 m,,,Sổ hồng,
60 m²,4.2 tỷ,3,3,3,,,4 m,15 m,,,Sổ hồng,
160 m²,18.9 tỷ,4,4,5,,,9 m,17 m,,,Sổ đỏ,
24 m²,1.35 tỷ,2,2,1,,,3 m,8 m,,,Sổ hồng,
51 m²,3.4 tỷ,1,2,2,,,4.5 m,11.5 m,,,Sổ hồng,
100 m²,5.3 tỷ,2,4,2,,,5 m,20 m,,,Sổ hồng,
60 m²,5.3 tỷ,5,5,5,,,8 m,7.5 m,,,Sổ hồng,
72 m²,3.9 tỷ,,2,2,,,6 m,12 m,,,Sổ đỏ,
61 m²,2.75 tỷ,2,3,3,,,4.3 m,14.2 m,,,Sổ đỏ,
80 m²,2.58 tỷ,2,3,2,,,4 m,20 m,,,Sổ đỏ,
100 m²,5.8 tỷ,3,4,4,,,5 m,20 m,,,Sổ đỏ,
33 m²,2.37 tỷ,2,2,2,,,7 m,4.7 m,,,Sổ hồng,
85 m²,5.5 tỷ,3,4,3,,,5 m,17 m,,,Sổ hồng,
31 m²,1.65 tỷ,2,2,2,,,4 m,8 m,,,Sổ hồng,
90 m²,6.49 tỷ,3,4,4,,,5 m,18 m,,,Sổ đỏ,
66 m²,5.8 tỷ,2,3,2,,,4.2 m,16 m,,,Sổ hồng,
92 m²,20 tỷ,5,5,5,,,4.5 m,21 m,,,Sổ hồng,
53 m²,5.15 tỷ,2,2,2,,,4.5 m,12 m,,,Sổ hồng,
92 m²,10.7 tỷ,5,5,5,,,4.5 m,21 m,,,Sổ hồng,
43 m²,3.3 tỷ,4,3,3,,,6 m,7 m,,,Sổ hồng,
75 m²,4.2 tỷ,2,3,2,,,5 m,14.99 m,,,Sổ hồng,
100 m²,5 tỷ,2,2,2,,,5 m,20 m,,,Sổ đỏ,
70 m²,2.39 tỷ,2,2,2,,,4.4 m,14.8 m,,,Sổ hồng,
160 m²,19 tỷ,4,4,5,,,9 m,17.6 m,,,Sổ hồng,
107 m²,14 tỷ,3,5,5,,,7.5 m,14.5 m,,,Sổ hồng,
130 m²,16.5 tỷ,5,5,5,,,7 m,18.5 m,,,Sổ hồng,
65 m²,9.88 tỷ,3,4,4,,,5 m,13 m,,,Sổ hồng,
61 m²,2.5 tỷ,1,2,2,,,5 m,12 m,,,Sổ hồng,
42 m²,2.55 tỷ,2,2,2,,,3.7 m,12 m,,,Sổ hồng,
51 m²,2.05 tỷ,1,2,2,,,4.5 m,11.5 m,,,Sổ hồng,
30 m²,1.37 tỷ,1,1,1,,,4 m,7.5 m,,,Sổ hồng,
75 m²,3.5 tỷ,2,5,3,,,7.5 m,10 m,,,Sổ hồng,
61 m²,3.95 tỷ,3,4,3,,,4.5 m,13.6 m,,,Sổ đỏ,
150 m²,27 tỷ,5,5,5,,,7 m,22 m,,,Sổ đỏ,
55 m²,2.75 tỷ,2,3,2,,,4 m,13.7 m,,,Sổ đỏ,
58 m²,3.19 tỷ,2,3,2,,,4 m,14 m,,,Sổ hồng,
67 m²,3.25 tỷ,3,3,3,,,4.5 m,15 m,,,Sổ đỏ,
110 m²,12.2 tỷ,3,4,3,,,6 m,20 m,,,Sổ hồng,
65 m²,9.88 tỷ,3,4,4,,,5 m,13 m,,,Sổ hồng,
43 m²,3.29 tỷ,2,3,2,,,4.5 m,9.6 m,,,Sổ đỏ,
58 m²,3.19 tỷ,2,3,2,,,4 m,14 m,,,Sổ hồng,
56 m²,8 tỷ,3,2,2,,,4 m,14.2 m,,,Sổ hồng,
55 m²,2.59 tỷ,2,2,1,,,5 m,11 m,,,Sổ hồng,
61 m²,2.5 tỷ,1,2,2,,,5 m,12 m,,,Sổ hồng,
60 m²,2.5 tỷ,1,2,1,,,5 m,12 m,,,Sổ hồng,
83 m²,3.6 tỷ,2,3,2,,,5 m,16.5 m,,,Sổ đỏ,
80 m²,4.2 tỷ,3,3,3,,,6 m,9 m,,,Sổ đỏ,
46 m²,3.75 tỷ,3,4,4,,,5 m,9.2 m,,,Sổ đỏ,
98 m²,2.69 tỷ,2,3,2,,,5 m,19.5 m,,,Sổ đỏ,
84 m²,2.35 tỷ,1,2,1,,,5 m,16.8 m,,,Sổ đỏ,
163 m²,13.2 tỷ,3,4,4,,,7.1 m,22.84 m,,,Sổ đỏ,
110 m²,12.2 tỷ,3,4,3,,,6 m,20 m,,,Sổ hồng,
83 m²,5.1 tỷ,1,4,4,,,5 m,16.5 m,,,Sổ hồng,
160 m²,7.1 tỷ,2,,,,,1 m,1 m,,,Sổ đỏ,
52 m²,3.05 tỷ,2,3,2,,,4.1 m,12.5 m,,,Sổ đỏ,
270 m²,260 tỷ,5,5,5,,,15 m,18 m,,,Sổ đỏ,
55 m²,2.6 tỷ,2,2,1,,,5 m,11 m,,,Sổ hồng,
84 m²,3.29 tỷ,2,2,3,,,4.6 m,18.3 m,,,Sổ hồng,
45 m²,2.75 tỷ,2,2,2,,,4 m,11 m,,,Sổ hồng,
40 m²,2.4 tỷ,2,3,2,,,4 m,10 m,,,Sổ hồng,
31 m²,1.75 tỷ,2,2,1,,,8 m,4 m,,,Sổ hồng,
100 m²,5.29 tỷ,2,2,2,,,5.5 m,17.5 m,,,Sổ hồng,
75 m²,11 tỷ,3,3,3,,,4.5 m,16.5 m,,,Sổ hồng,
40 m²,2.45 tỷ,2,3,2,,,4 m,10 m,,,Sổ hồng,
