Address,Prices,Area,toFace,type,certificate,width,length,floors
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 9,3 tỷ ", 52 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hoàng Diệu, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", 16 tỷ , 80 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 9 tỷ , 71 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 8,2 tỷ ", 52 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Hồ Nguyên Trừng, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,1 tỷ ", 90 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hồ Tông Thốc, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,1 tỷ ", 92 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Bàu Hạc 5, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 7,3 tỷ ", 88 m2,_,Nhà mặt tiền,---,---,---,1
" Đường Ba ĐÌnh, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 7 tỷ , 67 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Bình An 2, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,7 tỷ ", 60 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Chu Văn An, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng", 6 tỷ , 35 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lê Bá Trinh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 8 tỷ , 88 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Hóa Sơn 4, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,6 tỷ ", 60 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Đoàn Thị Điểm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 51 m2,Tây Bắc,Nhà mặt tiền,---,---,---,3
" Đường Đinh Công Tráng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 62 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Dương Bá Trạc, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,7 tỷ ", 76 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,65 tỷ ", 75 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,95 tỷ ", 74 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Phan Đăng Lưu, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 13,3 tỷ ", 130 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Huy Cận, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,4 tỷ ", 70 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Đinh Công Tráng, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 6,55 tỷ ", 60 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Cao Xuân Dục, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,9 tỷ ", 58 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Cẩm Bắc 6, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 6,2 tỷ ", 171 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Đỗ Quang, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng"," 8,2 tỷ ", 52 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4
" Đường Lê Đình Thám, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 11,5 tỷ ", 80 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng", 109 triệu / m2  , 80 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4
" Đường Trần Kim Bảng, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,8 tỷ ", 90 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 8 tỷ , 115 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Nguyễn Thị Minh Khai, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng", 74 tỷ , 401 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Hoàng, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 108 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 21,5 tỷ ", 250 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,---,3
" Đường Nguyễn Hữu Dật, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 13,5 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Nguyễn Hành, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,6 tỷ ", 72 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Hoàng Hoa Thám, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng", 20 tỷ , 120 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng", 8 tỷ , 78 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Đống Đa, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 8,2 tỷ ", 52 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Đống Đa, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 11,5 tỷ ", 48 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Cư Trinh, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 7 tỷ , 82 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Chí Thanh, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 16 tỷ , 138 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,3
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng", 10 tỷ , 86 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,1
" Đường Nguyễn Đổng Chi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 7,5 tỷ ", 80 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Huỳnh Thúc Kháng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", 7 tỷ , 50 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 19,5 tỷ ", 140 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Ỷ Lan Nguyên Phi, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,5 tỷ ", 90 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Lê Quý Đôn, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng", 12 tỷ , 40 m2,Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,7m",---,3
" Đường An Thượng 38, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", 8 tỷ , 61 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Chu Mạnh Trinh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 4,8 tỷ ", 75 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Nguyễn Hữu Thọ, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 24 tỷ , 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,6
" Đường Phan Anh, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 6,5 tỷ ", 86 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Phạm Huy Thông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 8,9 tỷ ", 120 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Lương Ngọc Quyến, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 10,5 tỷ ", 76 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Ông Ích Khiêm, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 11,6 tỷ ", 50 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Huỳnh Lý, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,6 tỷ ", 56 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 1,5 tỷ ", 35 m2,Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,1
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 4,5 tỷ ", 53 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,6m",---,3
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,09 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3
" Đường Hóa Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,79 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,2
" Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,4 tỷ ", 90 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 2,95 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,15m,2
" Đường Nguyễn Hoàng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng", 7 tỷ , 75 m2,_,Nhà mặt tiền,---,4m,18m,2
" Đường Nguyễn Công Hoan, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,5 tỷ ", 90 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,18m,2
" Đường Hà Huy Tập, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,679 tỷ ", 140 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,20m,2
" Đường Cao Sơn Pháo, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 3,98 tỷ ", 61 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"10,2m",2
" Đường Lý Tự Trọng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,09 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 2,38 tỷ ", 62 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,5m","13,8m",2
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 8,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,55 tỷ ", 106 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,5m",19m,3
" Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,25 tỷ ", 45 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,9m,2
" Đường Nguyễn Tất Thành, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 8,95 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3
" Đường Nguyễn Phước Thái, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 7,9 tỷ ", 160 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m",25m,2
" Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 3,59 tỷ ", 82 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,10m,"8,2m",3
" Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 2,09 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,15m,2
" Đường Núi Thành, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng"," 4,3 tỷ ", 65 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,3
" Đường Lê Thanh Nghị, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 3 tỷ , 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,17m,2
" Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 1,95 tỷ ", 52 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,9m,6m,1
" Đường Phú Xuân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,2 tỷ ", 112 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,21m,3
" Đường Cù Chính Lan, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,89 tỷ ", 77 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",17m,3
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,395 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,2
" Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 17 tỷ , 170 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,34m,5
" Đường Trần Cao Vân, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng"," 17,1 tỷ ", 117 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,3
" Đường Nguyễn Tri Phương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 55 tỷ , 505 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,52m,1
" Đường Sơn Thủy Đông 3, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,8 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,5
" Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng", 25 tỷ , 190 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3
" Đường Nguyễn Hữu Thọ, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 4,05 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",---,2
" Đường An Nhơn 7, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,45 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,1
" Đường Lê Ninh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 9,45 tỷ ", 88 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",20m,3
" Đường Nguyễn Hữu Thọ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng", 27 tỷ , 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,25m,2
" Đường Nguyễn Đức Trung, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 9,15 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,5
" Đường Hà Thị Thân, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 12 tỷ , 155 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,7m",---,1
" Đường Thanh Huy, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 4,7 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Trần Xuân Lê, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng"," 3,95 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,2
" Đường An Nhơn 10, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,85 tỷ ", 58 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,1m",14m,2
" Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,3 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Đỗ Ngọc Du, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 6,45 tỷ ", 96 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,19m,5
" Đường Ông Ích Khiêm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 2,14 tỷ ", 28 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,7m,3
" Đường Phó Đức Chính, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,85 tỷ ", 75 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"14,8m",3
" Đường Nguyễn Văn Thoại, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,95 tỷ ", 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,25m",21m,3
" Đường Hải Phòng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 4,2 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,3
" Đường Nguyễn Thiện Kế, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 5,35 tỷ ", 66 m2,Đông,Nhà mặt tiền,---,"5,9m",11m,2
" Đường Hà Duy Phiên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,35 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,2
" 60/85 Đường Mẹ Nhu, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 4,05 tỷ ", 100 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,79 tỷ ", 71 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",16m,2
" Đường Hà Duy Phiên, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,3 tỷ ", 80 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,2
" Đường Vũ Miên, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,45 tỷ ", 85 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,1
" Đường Đòan Ngọc Nhạc, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,2 tỷ ", 100 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2
" Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,5 tỷ ", 170 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"10,2m",3
" Đường Tiên Sơn 10, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,1 tỷ ", 251 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"17,5m",3
" Đường Thanh Long, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 12,9 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,18m,3
" Đường Đoàn Quý Phi, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,75 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,1
" Đường Hoàng Thúc Trâm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,55 tỷ ", 50 m2,_,Nhà mặt tiền,---,---,---,4
" Đường Lưu Trọng Lư, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 5,9 tỷ ", 70 m2,_,Nhà mặt tiền,---,---,---,4
" Đường Nguyễn Công Hoan, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,399 tỷ ", 166 m2,_,Nhà mặt tiền,---,6m,26m,1
" Đường Trần Quý Khoách, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,495 tỷ ", 93 m2,_,Nhà mặt tiền,---,5m,"18,5m",3
" Đường Mỹ An, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 8,3 tỷ ", 90 m2,_,Nhà mặt tiền,---,5m,19m,3
" Đường Cao Bá Quát, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 11,5 tỷ ", 115 m2,_,Nhà mặt tiền,---,---,---,3
" Đường Nguyễn Xuân Nhĩ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,795 tỷ ", 95 m2,_,Nhà mặt tiền,---,5m,19m,3
" Đường Nguyễn Hoàng, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 7,195 tỷ ", 55 m2,_,Nhà mặt tiền,---,"4,5m",---,4
" Đường 2/9, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng", 38 tỷ , 225 m2,_,Nhà mặt tiền,---,9m,---,3
" Đường Phú Xuân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,4 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,3
" Đường Phú Xuân, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 10,8 tỷ ", 112 m2,_,Nhà mặt tiền,---,5m,"22,5m",4
" Đường Nguyễn Xí, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,8 tỷ ", 100 m2,_,Nhà mặt tiền,---,5m,20m,2
" Đường Gò Nãy 6, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,5 tỷ ", 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3
" Đường Hàn Mạc Tử, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 5,2 tỷ ", 68 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,16m,3
" Đường Hoà Minh 21, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 5,2 tỷ ", 72 m2,_,Nhà mặt tiền,---,"4,5m",16m,3
" Đường Điện Biên Phủ, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng", 16 tỷ , 85 m2,_,Nhà mặt tiền,---,---,---,6
" Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 12,48 tỷ ", 81 m2,_,Nhà mặt tiền,---,5m,---,3
" Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 23,45 tỷ ", 250 m2,_,Nhà mặt tiền,---,10m,25m,3
" Đường Mỹ An, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 15,8 tỷ ", 122 m2,_,Nhà mặt tiền,---,"6,5m",20m,7
" Đường Ngô Thế Lân, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 4,75 tỷ ", 122 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 3,9 tỷ ", 43 m2,_,Nhà trong hẻm,---,---,---,3
" Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 4,55 tỷ ", 73 m2,Đông Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng"," 29,9 tỷ ", 151 m2,_,Nhà mặt tiền,---,0m,---,---
" Đường K20, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,6 tỷ ", 170 m2,_,Nhà mặt tiền,---,"5,7m",30m,5
" Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 4,5 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 15 tỷ , 106 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,15m",17m,3
" Đường Nguyễn Phẩm, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 6,8 tỷ ", 81 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,3
" Đường Nguyễn Trung Ngạn, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 125 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,2
