Address,Prices,Area,toFace,type,certificate,width,length,floors,Latitude,Longitude
" Đường Trung Lương 7, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 3,8 tỷ ", 110 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,2,15.9980558,108.213865
" Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 4,1 tỷ ", 200 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,2,16.0626272,108.1551446
" Đường Lê Trọng Tấn, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 6 tỷ , 154 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"6,9m",22m,3,,
" Đường Dương Bích Liên, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 4,85 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,17m,3,16.0732069,108.1728305
" 70 Đường 2/9, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 28 tỷ , 300 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,---,4,,
" Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 4,5 tỷ ", 130 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,22m,2,16.0839273,108.2377245
" Đường Thái Thị Bôi, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,1 tỷ ", 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,---,3,,
" Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 150 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,14m,3,16.0748573,108.2106611
" Đường Hàn Thuyên, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 8,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,16.0393279,108.2162431
" Đường Tiểu La, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng", 10 tỷ , 85 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,3,16.0454541,108.2183326
" Đường Đinh Tiên Hoàng, Phường Nam Dương, Quận Hải Châu, Đà Nẵng"," 3,85 tỷ ", 48 m2,Tây Nam,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,,
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,5,16.0578969,108.2434351
" Đường Thạch Lam, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,5,16.0567276,108.244559
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,5,16.0578969,108.2434351
" Đường Lý Nhật Quang., Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng", 38 tỷ , 400 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,15m,25m,6,16.0975965,108.2321163
" Đường Đinh Núp, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng"," 4,8 tỷ ", 81 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",18m,1,,
" Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,3 tỷ ", 99 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m",---,2,16.0517453,108.2414829
" Đường Hoàng Đình Ái, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 4,4 tỷ ", 125 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,15.9970496,108.2150773
" Đường Thanh Lương 10, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 4 tỷ , 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0085034,108.2266719
" Đường Nguyễn Lộ Trạch, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 124 triệu / m2  , 120 m2,_,Nhà mặt tiền,---,5m,---,4,,
" Đường Phạm Ngũ Lão, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng", 11 tỷ , 86 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,11m,2,16.0668916,108.2149716
" Đường Cao Hồng Lãnh, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 4,4 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,15.987124,108.2357315
" Đường Ngô Tất Tố, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 11,2 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,3,,
" Đường Đinh Lễ, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng"," 4,2 tỷ ", 75 m2,_,Nhà mặt tiền,---,5m,15m,2,16.0875198,108.2390303
" Đường Trần Thánh Tông, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 11,7 tỷ ", 174 m2,Tây Nam,Nhà mặt tiền,---,"8,8m",20m,3,16.0866181,108.2347214
" Đường Hải Phòng, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,2 tỷ ", 74 m2,_,Nhà trong hẻm,---,7m,---,2,16.071571,108.2093029
" Đường Hải Phòng, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 3,35 tỷ ", 46 m2,_,Nhà trong hẻm,---,4m,---,3,16.0720397,108.2156756
" Đường Hà Huy Tập, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng"," 4,7 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,3,16.0668791,108.1914463
" Đường Hồ Hán Thương, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 6,7 tỷ ", 175 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,25m,3,16.100663,108.2347636
" Đường Nguyễn Đức Cảnh, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 4,9 tỷ ", 60 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",15m,4,16.0892153,108.218426
" Đường Bàu Cầu 27, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 3,35 tỷ ", 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,5m",3,15.989767,108.2028286
" Đường An Bắc 4, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,29 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,,
" Đường Chương Dương, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,2 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",23m,3,16.0434097,108.2363268
" Đường Lê Duẩn, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng", 9 tỷ , 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,---,5,16.0698397,108.2115701
" Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 2,97 tỷ ", 56 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,14m,1,16.0723376,108.2289047
" Đường Bình Minh 3, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng", 50 tỷ , 280 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,12m,23m,4,16.0545787,108.2215846
" Đường Nguyễn Văn Linh, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng", 30 tỷ , 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",23m,3,16.0598366,108.2109052
" Đường Trần Hưng Đạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 92 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m",14m,2,16.0723376,108.2289047
" Đường Quang Châu, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,29 tỷ ", 150 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,2,15.9973733,108.2025273
" Đường Nguyễn Đình Chiểu, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng", Thỏa thuận, 100 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,1,16.0234267,108.2459015
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 80 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",15m,3,16.0550085,108.1845513
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 3,4 tỷ ", 34 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,2,16.0550085,108.1845513
" Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 30,8 tỷ ", 226 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,26m,3,16.0517207,108.2401221
" Đường Trưng Nữ Vương, Phường Bình Hiên, Quận Hải Châu, Đà Nẵng"," 2,65 tỷ ", 43 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,9m","9,2m",2,16.0590007,108.2212969
" Đường Nguyễn Du, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng"," 16,6 tỷ ", 100 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0790801,108.2236839
" Đường Lâm Hoành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 70 m2,_,Nhà mặt tiền,---,"4,5m",---,5,16.0613782,108.2454764
" Đường Nguyễn Hàng Chi, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng"," 3,3 tỷ ", 140 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,20m,2,,
" Đường Nguyễn Đức Trung, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 5,5 tỷ ", 40 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m,10m,3,16.0712464,108.1871687
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 15,5 tỷ ", 112 m2,_,Nhà mặt tiền,---,---,---,3,,
" Đường Lý Triện, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 6,35 tỷ ", 105 m2,_,Nhà mặt tiền,---,---,---,3,16.0619311,108.1841585
" Đường Lương Thế Vinh, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 2,6 tỷ ", 90 m2,_,Nhà trong hẻm,---,"5,5m",---,1,16.0633931,108.2362933
" Đường Kinh Dương Vương, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 6,5 tỷ ", 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,2,16.0805751,108.1606037
" Đường Hoàng Hoa Thám, Phường Tân Chính, Quận Thanh Khê, Đà Nẵng"," 3,7 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,7m,---,3,,
" Đường Nại Hiên Đông 12, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng"," 2,7 tỷ ", 64 m2,_,Nhà mặt tiền,---,"4,5m",14m,1,16.0946584,108.22922
" Đường Bùi Lâm, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng", 3 tỷ , 56 m2,_,Nhà mặt tiền,---,---,---,2,16.0858863,108.2331976
" Đường An Trung, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 3,9 tỷ ", 55 m2,_,Nhà mặt tiền,---,---,---,1,16.0529216,108.2359421
" Đường Sơn Thủy 12, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,1 tỷ ", 96 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,"19,5m",1,16.0135082,108.2549107
" Đường Nguyễn Đăng, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 1,75 tỷ ", 43 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,16.0565473,108.1837955
" Đường Thái Thị Bôi, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 3,7 tỷ ", 106 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,2,16.0674661,108.1932536
" Đường Cầu Đỏ Túy Loan, Phường Hòa Thọ Tây, Quận Cẩm Lệ, Đà Nẵng"," 3,8 tỷ ", 110 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"4,5m",25m,3,,
" Đường Nại Nam, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 14 tỷ , 144 m2,Đông Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,24m,4,16.0345998,108.2308806
" Đường Phan Châu Trinh, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 19,5 tỷ ", 158 m2,Tây,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"5,3m",30m,5,,
" Đường Phạm Khiêm Ích, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng"," 7,6 tỷ ", 100 m2,Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,,
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,7 tỷ ", 80 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3,16.0550085,108.1845513
" K64 Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 3,15 tỷ ", 63 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,16.0805665,108.1556845
" Đường Hoàng Văn Thái, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 2,3 tỷ ", 92 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"18,4m",2,16.0551626,108.1541294
" Đường Trà Na 1, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng"," 3,5 tỷ ", 150 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0511828,108.1467264
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 5,25 tỷ ", 53 m2,Đông Bắc,Nhà mặt tiền,---,---,---,2,16.0550085,108.1845513
" Đường Trần Thái Tông, Phường An Khê, Quận Thanh Khê, Đà Nẵng"," 4,3 tỷ ", 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"5,7m","19,2m",2,,
" Đường Huỳnh Tịnh Của, Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng"," 11,45 tỷ ", 300 m2,_,Nhà mặt tiền,---,15m,20m,1,15.9921331,108.2064071
" Đường Trưng Nữ Vương, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 14,5 tỷ ", 110 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"6,5m","18,5m",2,16.0455449,108.2088093
" Đường Khúc Hạo, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng", 14 tỷ , 300 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,30m,2,16.0899243,108.2356287
" Đường Morrison, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 19,8 tỷ ", 250 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,8m,32m,6,16.0715117,108.239114
" Đường Phạm Hồng Thái, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng", 12 tỷ , 70 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,14m,3,16.0673864,108.22259
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,45 tỷ ", 76 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,4m,19m,2,16.0117393,108.1982179
" Đường Núi Thành, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 11,2 tỷ ", 339 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,3,,
" Đường Hoàng Tăng Bí, Phường Hòa Phát, Quận Cẩm Lệ, Đà Nẵng", 55 triệu / m2  , 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,25m,3,,
" Đường Hùng Vương, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 51,5 tỷ ", 105 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,16.0686013,108.2226062
" Đường Lê Duẩn, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng"," 24,9 tỷ ", 75 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,"12,5m",4,16.0718176,108.2240948
" số nhà 34 Đường An Bắc 5, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng", Thỏa thuận, 115 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,11m,2,,
" Đường Trần Khánh Dư, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,6 tỷ ", 48 m2,_,Nhà trong hẻm,---,"3,5m",---,2,,
" Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng"," 7,9 tỷ ", 70 m2,_,Nhà mặt tiền,---,"4,5m","17,5m",5,16.0578969,108.2434351
" Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 9,9 tỷ ", 82 m2,_,Nhà mặt tiền,---,---,---,3,16.0454541,108.2183326
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 4 tỷ , 55 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,11m,3,16.0333361,108.2230855
" Đường Hà Huy Tập, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng", 3 tỷ , 140 m2,Đông,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,18m,2,16.0693508,108.1927343
" Đường Núi Thành, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng", 2 tỷ , 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"8,6m",7m,2,16.0397362,108.219754
" Đường Nguyễn Bảo, Xã Hòa Châu, Huyện Hòa Vang, Đà Nẵng"," 2,6 tỷ ", 120 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,1,16.0001672,108.206006
" Đường Tôn Thất Dương Kỵ, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,3 tỷ ", 100 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.0166752,108.2185285
" Đường Lê Độ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 1,95 tỷ ", 30 m2,_,Nhà trong hẻm,---,---,---,2,16.0659138,108.20244
" Xã Hòa Phước, Huyện Hòa Vang, Đà Nẵng"," 2,5 tỷ ", 116 m2,Đông,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,22m,1,15.9563541,108.2160203
" Đường Hồ Trung Lượng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng"," 5,9 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,4,16.017943,108.2323619
" Đường An Thượng 37, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 11,8 tỷ ", 70 m2,_,Nhà mặt tiền,---,6m,---,5,16.0497579,108.2451858
" Đường Phan Tứ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 9,1 tỷ ", 110 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,4,16.0465115,108.2443396
" 2112 Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 1,6 tỷ ", 70 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,10m,7m,1,16.0709446,108.1464717
" Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng"," 2,8 tỷ ", 50 m2,Tây Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,3,16.0658589,108.2010178
" Đường Nguyễn Đăng Đạo, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng"," 7,8 tỷ ", 81 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,"16,30m",3,16.0371489,108.2079355
" Đường Bình Kỳ, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,29 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,---,5m,20m,2,16.0009093,108.2384392
" Đường Phan Huy Ôn, Phường Hòa Cường, Quận Hải Châu, Đà Nẵng", 6 tỷ , 73 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,3,16.0382452,108.2190396
" Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 6,4 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3,,
" Đường Lê Vĩnh Huy, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng"," 3,55 tỷ ", 60 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,6m,---,3,16.0443388,108.2192308
" Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng"," 2,2 tỷ ", 80 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m",16m,2,16.0805665,108.1556845
" K3 Đường Nguyễn Thành Hãn, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng"," 3,95 tỷ ", 70 m2,Đông Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,5m,14m,2,16.0465288,108.2074396
" Đường Minh Mạng, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng"," 3,2 tỷ ", 100 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,2,16.0031275,108.2373864
" Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng", 30 tỷ , 130 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,26m,3,16.0585832,108.2306447
" Đường Lê Hồng Phong, Phường Phước Ninh, Quận Hải Châu, Đà Nẵng"," 16,6 tỷ ", 80 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,16m,3,16.0641444,108.2200466
" Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 1,75 tỷ ", 50 m2,Bắc,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,---,2,16.0524731,108.1804256
" Đường Khánh An 2, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng"," 4,35 tỷ ", 100 m2,Đông Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,20m,3,16.065653,108.1454414
" Đường Phạm Hùng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng", 2 tỷ , 116 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,23m,1,16.0063777,108.2078822
" Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 14 tỷ , 116 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,5m,---,4,16.0333361,108.2230855
" Đường Xuân Đán 2, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"," 5,5 tỷ ", 90 m2,_,Nhà mặt tiền,---,---,---,1,16.069642,108.193494
" Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"," 6,8 tỷ ", 55 m2,_,Nhà mặt tiền,---,---,---,3,16.0582788,108.2365184
" Đường Lưu Quang Thuận, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng"," 6,8 tỷ ", 69 m2,_,Nhà mặt tiền,---,---,---,2,16.0414912,108.244925
" Đường Bằng Lăng 1, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng"," 10,5 tỷ ", 100 m2,_,Nhà mặt tiền,---,---,---,3,16.0551547,108.2319754
" Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng"," 27,5 tỷ ", 60 m2,_,Nhà trong hẻm,---,---,---,2,16.0562861,108.217152
" Đường Nguyễn Phước Nguyên, Phường An Khê, Quận Thanh Khê, Đà Nẵng", 5 tỷ , 90 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3,16.0550085,108.1845513
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng", 12 tỷ , 67 m2,Tây Bắc,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,"7,4m","10,5m",7,,
" Đường Nguyễn Nhàn, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 1,85 tỷ ", 63 m2,_,Nhà trong hẻm,---,---,---,1,16.0117393,108.1982179
" Đường Mẹ Thứ, Phường Hòa An, Quận Cẩm Lệ, Đà Nẵng"," 5,2 tỷ ", 125 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,---,3,,
" Số nhà 97 Đường Tôn Quang Phiệt, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng"," 3,4 tỷ ", 70 m2,Tây Nam,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,4m5m,16m,2,16.0870542,108.2367364
" Đường 2/9, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng"," 4,35 tỷ ", 43 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"3,5m",12m,3,,
" Đường Cách Mạng Tháng 8, Phường Hòa Thọ Đông, Quận Cẩm Lệ, Đà Nẵng"," 2,75 tỷ ", 90 m2,_,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,"4,4m",17m,2,16.0138538,108.1958513
" Đường Đoàn Thị Điểm, Phường Hải Châu II, Quận Hải Châu, Đà Nẵng"," 10,8 tỷ ", 72 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,6m,12m,3,16.0664224,108.2167074
" Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng", 29 tỷ , 206 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,20m,3,16.0658173,108.1872478
" Đường Thanh Thủy, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng"," 26,9 tỷ ", 324 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,10m,32m,1,16.0834758,108.2142269
" Đường Hải Hồ, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng", 11 tỷ , 113 m2,_,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,7m,---,3,16.0803384,108.2154566
