price,Diện tích,Phòng ngủ,Phòng tắm,Giấy tờ pháp lý,Số tầng,Chiều rộng,Chiều dài,Hiện trạng nhà,Năm xây dựng,Vị trí,Trạng thái sử dụng,Đường rộng,Hướng,Kết cấu
3.5 tỷ,43 m²,2,3,Sổ hồng,4,6 m,7.2 m,Đang ở,,,,,,
30.5 tỷ,480 m²,3,4,Sổ hồng,2,18 m,27 m,Nhà trống,,,,,,
4.6 tỷ,105 m²,3,2,Sổ hồng,2,5 m,21 m,Nhà trống,,,,,,
6.1 tỷ,90 m²,3,3,Sổ hồng,3,5 m,18 m,Nhà trống,,,,,,
7.95 tỷ,101 m²,1,1,Sổ đỏ,,,,Đang ở,,,,,,
4.15 tỷ,63 m²,4,5,Sổ đỏ,4,4 m,17 m,Đang ở,,,,,,
2.39 tỷ,89 m²,2,2,Sổ đỏ,2,5.2 m,17 m,Đang ở,,,,,,
37 tỷ,300 m²,4,3,Sổ đỏ,3,15 m,20 m,Nhà trống,,,,,,
25 tỷ,90 m²,5,5,Sổ đỏ,4,5 m,18 m,Nhà trống,,,,,,
11 tỷ,92 m²,3,3,Sổ hồng,3,4.5 m,17 m,Đang ở,,,,,,
2.85 tỷ,54 m²,3,2,Sổ hồng,2,4 m,13.5 m,Nhà trống,,,,,,
39.5 tỷ,356 m²,5,5,Sổ hồng,4,8 m,30 m,Nhà trống,,,,,,
2.85 tỷ,54 m²,3,2,Sổ hồng,2,4 m,13.5 m,Nhà trống,,,,,,
4.3 tỷ,70 m²,3,4,Sổ đỏ,3,4 m,16 m,Nhà trống,,,,,,
2.25 tỷ,66 m²,2,1,Sổ đỏ,1,4.6 m,14.3 m,Nhà trống,,,,,,
6.5 tỷ,180 m²,2,2,Sổ đỏ,1,6 m,30 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,Tây Nam,Nhà cấp 4
8.4 tỷ,210 m²,2,2,Sổ đỏ,1,9 m,22 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,Đông Bắc,Nhà cấp 2
2.39 tỷ,84 m²,2,2,Sổ hồng,1,6 m,14 m,Đang ở,,,,,,
21.5 tỷ,150 m²,5,5,Sổ đỏ,5+,7.6 m,20 m,Đang ở,,,,,,
2.65 tỷ,37 m²,3,3,Sổ hồng,3,7 m,5.5 m,Nhà trống,,,,,,
1.65 tỷ,48 m²,2,2,Sổ hồng,1,8 m,6 m,Nhà trống,,,,,,
15 tỷ,100 m²,5,5,Sổ đỏ,4,5 m,20 m,Đang ở,,,,,,
2.2 tỷ,80 m²,3,2,Sổ đỏ,2,5 m,18 m,Đang ở,,Hẻm,Đã qua sử dụng,2.5 m,Đông Bắc,Nhà cấp 2
2.65 tỷ,99 m²,3,1,Sổ hồng,1,5.7 m,17 m,Đang ở,,,,,,
14.99 tỷ,100 m²,5,5,Sổ hồng,5+,5 m,20 m,Nhà trống,,,,,,
9.2 tỷ,160 m²,2,2,Sổ hồng,1,8 m,20 m,Nhà trống,,,,,,
2.65 tỷ,99 m²,3,1,Sổ hồng,1,5.7 m,17 m,Đang ở,,,,,,
11 tỷ,92 m²,3,3,Sổ hồng,3,4.5 m,17 m,Đang ở,,,,,,
2.65 tỷ,99 m²,3,1,Sổ hồng,1,5.7 m,17 m,Nhà trống,,,,,,
9.6 tỷ,200 m²,3,3,Sổ đỏ,2,10 m,20 m,Đang ở,,,,,,
3.15 tỷ,76 m²,2,2,Sổ hồng,1,4.5 m,18 m,Đang ở,,,,,,
4.4 tỷ,100 m²,3,3,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
3.3 tỷ,100 m²,3,2,Sổ hồng,2,10 m,10 m,Đang ở,,,,,,
9.2 tỷ,160 m²,2,2,Sổ hồng,1,8 m,20 m,Nhà trống,,,,,,
3.8 tỷ,75 m²,2,2,Sổ đỏ,2,5 m,15 m,Nhà trống,,,,,,
4.3 tỷ,90 m²,2,1,Sổ đỏ,1,4.5 m,20 m,Đang ở,,,,,,
3.8 tỷ,70 m²,4,4,Sổ đỏ,3,4 m,19 m,Nhà trống,,,,,,
2 tỷ,15 m²,2,2,Sổ hồng,3,4 m,3.8 m,Đang ở,,,,,,
8.99 tỷ,102 m²,3,2,Sổ hồng,2,11 m,9.2 m,Có nội thất,,Mặt tiền,,5.5 m,,
2.6 tỷ,137 m²,3,2,Sổ đỏ,2,,,Đang ở,,,,,,
3.15 tỷ,76 m²,2,2,Sổ hồng,1,4.5 m,18 m,Nhà trống,,,,,,
9.6 tỷ,152 m²,3,3,Sổ đỏ,2,6.2 m,25 m,Nhà trống,,,,,,
15.5 tỷ,90 m²,5,5,Sổ đỏ,5+,5 m,18 m,Nhà trống,,,,,,
14.5 tỷ,120 m²,4,4,Sổ đỏ,3,6 m,20 m,Nhà trống,,,,,,
25 tỷ,105 m²,1,1,Sổ hồng,1,10 m,11 m,Đang ở,,,,,,
8.95 tỷ,200 m²,4,4,Sổ hồng,3,10 m,20 m,Đang ở,,,,,,
25.5 tỷ,90 m²,3,3,Sổ hồng,2,15 m,6 m,Nhà trống,,,,,,
5.2 tỷ,72 m²,4,5,Sổ đỏ,4,4.5 m,16 m,Nhà trống,,,,,,
8.99 tỷ,102 m²,3,2,Sổ hồng,2,11 m,9.2 m,Có nội thất,,Mặt tiền,Đã qua sử dụng,5.5 m,,
3.02 tỷ,72 m²,2,1,Sổ đỏ,2,5 m,16 m,Đang ở,,,,,,
28.5 tỷ,350 m²,5,5,Sổ hồng,4,8.4 m,42 m,Đang ở,,,,,,
4.99 tỷ,86 m²,3,3,Sổ đỏ,2,4.5 m,19 m,Nhà trống,,,,,,
5.95 tỷ,86 m²,4,4,Sổ đỏ,1,6 m,15.5 m,Nhà trống,,,,,,
4.75 tỷ,78 m²,3,4,Sổ đỏ,3,5 m,16 m,Đang ở,,,,,,
2.85 tỷ,80 m²,4,5,Sổ đỏ,1,5 m,16 m,Nhà trống,,,,,,
7 tỷ,100 m²,4,4,Sổ đỏ,3,3.3 m,30 m,Đang ở,,,,,,
2.25 tỷ,43 m²,2,1,Sổ đỏ,2,4.23 m,10 m,Nhà trống,,,,,,
3.19 tỷ,60 m²,,,Sổ đỏ,,7 m,12 m,Nhà trống,,Mặt tiền,Chưa sử dụng,5 m,Đông Bắc,Nhà tạm
9.8 tỷ,144 m²,4,4,Sổ đỏ,3,4.6 m,24 m,Đang ở,,,,,,
5.5 tỷ,126 m²,4,4,Sổ đỏ,1,5 m,25 m,Đang ở,,,,,,
14.5 tỷ,180 m²,4,4,Sổ đỏ,2,10 m,18 m,Nhà trống,,,,,,
13.5 tỷ,90 m²,5,5,Sổ hồng,5+,4.5 m,20 m,Đang ở,,,,,,
2.17 tỷ,72 m²,2,1,Sổ hồng,1,3.6 m,20 m,Nhà trống,,,,,,
4.39 tỷ,100 m²,3,2,Sổ hồng,2,5 m,20 m,Đang ở,,,,,,
8.95 tỷ,200 m²,4,4,Sổ hồng,3,10 m,20 m,Nhà trống,,,,,,
1.85 tỷ,80 m²,3,3,Sổ hồng,1,6 m,13 m,Nhà trống,,,,,,
7.5 tỷ,133 m²,4,4,Sổ hồng,2,4 m,33 m,Đang ở,,,,,,
8.3 tỷ,65 m²,3,3,Sổ hồng,2,5.8 m,11 m,Đang ở,,,,,,
8.5 tỷ,99 m²,4,,Sổ đỏ,2,5.2 m,19.5 m,Đang ở,,,,,,
15.8 tỷ,148 m²,4,2,Sổ đỏ,2,5.8 m,26 m,Nhà trống,,,,,,
3 tỷ,100 m²,3,2,Sổ đỏ,2,5 m,18 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7 m,Đông Nam,Nhà cấp 2
9.9 tỷ,60 m²,3,3,Sổ đỏ,3,5 m,12 m,Đang ở,2013,Mặt tiền,Đã qua sử dụng,11 m,Tây Bắc,Nhà cấp 3
20.5 tỷ,102 m²,2,1,Sổ đỏ,1,4.4 m,18 m,Đang ở,,,,,,
4.4 tỷ,70 m²,3,3,Sổ hồng,3,5 m,14 m,Đang ở,,,,,,
5.5 tỷ,149 m²,3,3,Sổ đỏ,1,7.5 m,19.8 m,Đang ở,,,,,,
4.89 tỷ,91 m²,3,3,Sổ hồng,3,4.5 m,20 m,Đang ở,,,,,,
12 tỷ,73 m²,4,4,Sổ hồng,4,5.5 m,13 m,Đang ở,,,,,,
3.3 tỷ,56 m²,2,2,Sổ hồng,2,5 m,11 m,Nhà trống,,,,,,
14.7 tỷ,200 m²,5,5,Sổ hồng,3,6.5 m,26 m,Đang ở,,,,,,
2.7 tỷ,54 m²,2,2,Sổ hồng,1,7 m,7.5 m,Đang ở,,,,,,
1.78 tỷ,43 m²,2,2,Sổ hồng,2,4 m,11 m,Nhà trống,,,,,,
9.5 tỷ,150 m²,4,2,Sổ hồng,1,6 m,25 m,Nhà trống,,,,,,
4.4 tỷ,100 m²,3,3,Sổ đỏ,2,5 m,20 m,Nhà trống,,,,,,
5.3 tỷ,100 m²,4,4,Sổ đỏ,1,5 m,20 m,Nhà trống,,,,,,
10.1 tỷ,186 m²,5,5,Sổ đỏ,1,8.2 m,23 m,Đang ở,,,,,,
9 tỷ,100 m²,5,5,Sổ đỏ,4,5 m,20 m,Nhà trống,,,,,,
2.4 tỷ,68 m²,2,2,Sổ đỏ,2,4 m,17 m,Đang ở,,,,,,
2.49 tỷ,80 m²,2,1,Sổ đỏ,,,,Đang ở,,,,,,
14.7 tỷ,200 m²,5,5,Sổ hồng,3,6.5 m,26 m,Đang ở,,,,,,
15.9 tỷ,300 m²,5,5,Sổ hồng,3,15 m,20 m,Đang ở,,,,,,
9 tỷ,42 m²,3,3,Sổ đỏ,3,10 m,4.2 m,Đang ở,2015,Mặt tiền,,11 m,Đông Bắc,Nhà cấp 3
1.35 tỷ,15 m²,2,1,Sổ hồng,2,3 m,5 m,Đang ở,,,,,,
3.15 tỷ,37 m²,3,3,Sổ đỏ,3,3 m,12.5 m,Đang ở,,,,,,
3.7 tỷ,60 m²,3,2,Sổ hồng,3,4 m,15 m,Đang ở,,,,,,
6.2 tỷ,96 m²,3,3,Sổ hồng,3,4.5 m,21.5 m,Đang ở,,,,,,
18 tỷ,214 m²,,,Sổ đỏ,,,,Nhà trống,,,,,,
10.5 tỷ,186 m²,3,2,Sổ hồng,1,8.2 m,23 m,Đang ở,,,,,,
6.8 tỷ,52 m²,5,5,Sổ đỏ,5+,5 m,10.3 m,Nhà trống,,,,,,
8.4 tỷ,80 m²,4,2,Sổ đỏ,2,4 m,20 m,Đang ở,,,,,,
5.2 tỷ,121 m²,3,3,Sổ đỏ,2,7 m,17.5 m,Đang ở,,,,,,
1.98 tỷ,41 m²,2,2,Sổ hồng,2,4.5 m,9 m,Đang ở,,,,,,
37 tỷ,200 m²,5,5,Sổ hồng,5+,13 m,15.3 m,Đang ở,,,,,,
7 tỷ,55 m²,4,3,Sổ đỏ,3,5.5 m,10 m,Đang ở,2017,Mặt tiền,Đã qua sử dụng,11 m,,Nhà cấp 3
5.3 tỷ,122 m²,3,3,Sổ hồng,2,7 m,17.5 m,Nhà trống,,,,,,
1.89 tỷ,44 m²,3,3,Sổ hồng,2,5 m,9 m,Nhà trống,,,,,,
3.4 tỷ,37 m²,2,2,Sổ hồng,2,4.5 m,8 m,Đang ở,,,,,,
5 tỷ,71 m²,4,4,Sổ hồng,4,4.2 m,17 m,Đang ở,,,,,,
4.2 tỷ,64 m²,3,3,Sổ hồng,3,5 m,13 m,Đang ở,,,,,,
4.9 tỷ,91 m²,3,3,Sổ hồng,3,4.5 m,20 m,Đang ở,,,,,,
4.59 tỷ,84 m²,3,4,Sổ đỏ,3,5 m,16.7 m,Đang ở,,,,,,
4.5 tỷ,100 m²,,,Sổ hồng,,5 m,20 m,Đang ở,,,,,,
10.5 tỷ,186 m²,3,2,Sổ hồng,1,8.2 m,23 m,Đang ở,,,,,,
5.4 tỷ,100 m²,3,3,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
3.25 tỷ,52 m²,2,2,Sổ đỏ,2,3.3 m,15 m,Đang ở,,,,,,
3.2 tỷ,55 m²,2,2,Sổ đỏ,2,5.5 m,10 m,Nhà trống,,,,,,
13.5 tỷ,81 m²,5,5,Sổ hồng,5+,4.5 m,18 m,Nhà trống,,,,,,
17.7 tỷ,300 m²,5,5,Sổ đỏ,5+,10 m,30 m,Đang ở,,,,,,
2.55 tỷ,68 m²,2,1,Sổ đỏ,1,5 m,14 m,Nhà trống,,,,,,
28.5 tỷ,350 m²,5,5,Sổ hồng,4,8.4 m,42 m,Nhà trống,,,,,,
4.95 tỷ,76 m²,5,5,Sổ hồng,4,6.8 m,10 m,Nhà trống,,,,,,
3.8 tỷ,54 m²,3,2,Sổ đỏ,2,5.1 m,11 m,Đang ở,,,,,,
5.3 tỷ,100 m²,5,5,Sổ đỏ,1,5 m,20 m,Đang ở,,,,,,
4.9 tỷ,91 m²,3,3,Sổ hồng,3,4.5 m,20 m,Đang ở,,,,,,
4.9 tỷ,91 m²,3,3,Sổ đỏ,3,4.5 m,20 m,Đang ở,,,,,,
2.19 tỷ,53 m²,2,2,Sổ hồng,2,3.2 m,16 m,Đang ở,,,,,,
2.4 tỷ,70 m²,3,2,Sổ đỏ,2,4 m,17 m,Đang ở,,,,,,
3.49 tỷ,45 m²,,,Sổ đỏ,3,,,Đang ở,,,,,,
3.12 tỷ,71 m²,2,2,Sổ hồng,1,3 m,23.6 m,Nhà trống,,,,,,
4.75 tỷ,107 m²,2,1,Sổ đỏ,,5 m,21.5 m,Nhà trống,,,,,,
3.3 tỷ,125 m²,2,3,Sổ đỏ,2,5 m,25 m,Đang ở,,,,,,
7.1 tỷ,95 m²,4,4,Sổ đỏ,3,4.5 m,21 m,Đang ở,,,,,,
4.85 tỷ,54 m²,3,2,Sổ hồng,3,6 m,9 m,Có nội thất,,Hẻm,Đã qua sử dụng,3.5 m,,
81 tỷ,350 m²,4,3,Sổ đỏ,4,14 m,24 m,Đang ở,2020,Mặt tiền,Đã qua sử dụng,11 m,,Biệt thự
4.85 tỷ,54 m²,3,3,Sổ hồng,3,6 m,9 m,Có nội thất,,Hẻm,Đã qua sử dụng,3.5 m,,
6.5 tỷ,64 m²,2,2,Sổ đỏ,2,5 m,15 m,Đang ở,,,,,,
65 tỷ,207 m²,,,Sổ đỏ,4,,,Nhà trống,,,,,,
5.4 tỷ,136 m²,4,4,Sổ hồng,3,5 m,28 m,Đang ở,,,,,,
5 tỷ,71 m²,4,4,Sổ hồng,4,4.2 m,17 m,Đang ở,,,,,,
5.1 tỷ,105 m²,3,2,Sổ hồng,2,4.5 m,23 m,Nhà trống,,,,,,
3.35 tỷ,71 m²,2,1,Sổ hồng,1,5.3 m,14.3 m,Nhà trống,,,,,,
4.95 tỷ,76 m²,5,5,Sổ hồng,4,6.8 m,10 m,Nhà trống,,,,,,
3.8 tỷ,100 m²,3,3,Sổ đỏ,2,5 m,20 m,Đang ở,,,,,,
2.85 tỷ,54 m²,3,2,Sổ đỏ,2,4 m,13.5 m,Nhà trống,,,,,,
2.39 tỷ,54 m²,3,2,Sổ đỏ,2,4 m,13.5 m,Đang ở,,,,,,
4.7 tỷ,56 m²,4,4,Sổ đỏ,4,4.5 m,12 m,Đang ở,,,,,,
10.5 tỷ,186 m²,5,5,Sổ đỏ,1,8.2 m,23 m,Nhà trống,,,,,,
2.85 tỷ,54 m²,3,2,Sổ đỏ,2,4 m,13.5 m,Nhà trống,,,,,,
20 tỷ,132 m²,1,1,Sổ đỏ,1,7 m,18 m,Đang ở,2011,Mặt tiền,Đã qua sử dụng,45 m,,Nhà cấp 1
5.7 tỷ,99 m²,4,4,Sổ đỏ,4,5.5 m,15 m,Đang ở,,,,,,
50 tỷ,"1,068 m²",5,5,Sổ đỏ,5+,9 m,11 m,Đang ở,,,,,,
8.9 tỷ,92 m²,,,Sổ hồng,3,,,Đang ở,,Hẻm,Đã qua sử dụng,5 m,,
24 tỷ,131 m²,5,4,Sổ đỏ,3,6.1 m,23 m,Nhà trống,,,,,,
7.99 tỷ,93 m²,,,Sổ hồng,,5 m,18.5 m,Nhà trống,,,,,,
9.3 tỷ,105 m²,5,5,Sổ hồng,4,9 m,12 m,Nhà trống,,,,,,
1.79 tỷ,37 m²,2,2,Sổ hồng,2,4 m,9.5 m,Nhà trống,,,,,,
4.95 tỷ,76 m²,5,5,Sổ hồng,4,6.8 m,10 m,Nhà trống,,,,,,
13.5 tỷ,170 m²,5,5,Sổ đỏ,3,10 m,,Đang ở,,,,,,
8.9 tỷ,92 m²,3,3,Sổ hồng,3,6 m,15 m,Có nội thất,,Hẻm,Đã qua sử dụng,5 m,,
4.1 tỷ,135 m²,2,2,Sổ hồng,2,5.4 m,25 m,Đang ở,,,,,,
72 tỷ,420 m²,5,5,Sổ hồng,2,9.7 m,43.5 m,Đang ở,,,,,,
5.5 tỷ,90 m²,2,3,Sổ đỏ,2,5 m,18 m,Đang ở,,,,,,
12.8 tỷ,118 m²,5,4,Sổ đỏ,3,5 m,236 m,Đang ở,,,,,,
7.9 tỷ,115 m²,,,Sổ đỏ,1,6.5 m,18 m,Nhà trống,,,,,,
10.5 tỷ,186 m²,5,5,Sổ đỏ,1,8.2 m,23 m,Đang ở,,,,,,
10.5 tỷ,186 m²,5,5,Sổ hồng,1,8 m,23.3 m,Nhà trống,,,,,,
5.9 tỷ,87 m²,3,3,Sổ đỏ,3,5 m,17 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Nhà cấp 3
8.9 tỷ,92 m²,3,3,Sổ hồng,3,6 m,15 m,Có nội thất,,Hẻm,Đã qua sử dụng,5 m,,
31 tỷ,237 m²,5,5,Sổ hồng,5+,13 m,18.5 m,Đang ở,,,,,,
3.05 tỷ,67 m²,3,3,Sổ đỏ,3,3.7 m,18 m,Nhà trống,,,,,,
8 tỷ,115 m²,3,3,Sổ đỏ,2,4.5 m,26 m,Đang ở,,,,,,
7.5 tỷ,120 m²,4,4,Sổ đỏ,3,6 m,20 m,Nhà trống,,,,,,
2.39 tỷ,64 m²,3,2,Sổ đỏ,2,4.2 m,14 m,Đang ở,,,,,,
2.35 tỷ,58 m²,2,1,Sổ hồng,1,4.5 m,12 m,Đang ở,,,,,,
3.12 tỷ,71 m²,2,2,Sổ hồng,1,3 m,23.6 m,Nhà trống,,,,,,
3.65 tỷ,47 m²,3,3,Sổ hồng,3,4 m,12 m,Đang ở,,,,,,
9.5 tỷ,109 m²,5,5,Sổ hồng,4,9 m,12 m,Nhà trống,,,,,,
15.5 tỷ,72 m²,4,3,Sổ hồng,4,4.2 m,17 m,Đang ở,,,,,,
4.4 tỷ,74 m²,3,3,Sổ hồng,3,4 m,18.8 m,Nhà trống,,,,,,
5 tỷ,75 m²,3,2,Sổ hồng,2,4 m,18 m,Đang ở,,,,,,
6.5 tỷ,90 m²,3,3,Sổ hồng,3,5 m,18 m,Đang ở,,,,,,
3.49 tỷ,50 m²,3,3,Sổ hồng,3,8 m,6.5 m,Nhà trống,,,,,,
4.97 tỷ,70 m²,3,2,Sổ hồng,2,4.5 m,17.5 m,Nhà trống,,,,,,
2.75 tỷ,38 m²,2,2,Sổ hồng,2,6 m,6.5 m,Nhà trống,,,,,,
13.5 tỷ,100 m²,4,2,Sổ đỏ,3,5 m,20 m,Đang ở,2020,Mặt tiền,Đã qua sử dụng,40 m,,Nhà cấp 3
9.2 tỷ,100 m²,10,6,Sổ đỏ,,5 m,20 m,Đang ở,2019,Mặt tiền,Đã qua sử dụng,40 m,,Biệt thự
18.9 tỷ,130 m²,5,5,Sổ hồng,5+,7 m,18 m,Đang ở,,,,,,
11.8 tỷ,105 m²,3,2,Sổ đỏ,2,6 m,18 m,Nhà trống,,,,,,
3.5 tỷ,50 m²,3,3,Sổ đỏ,3,7 m,7 m,Đang ở,,,,,,
4.3 tỷ,57 m²,4,3,Sổ đỏ,3,4 m,14 m,Nhà trống,,,,,,
12.5 tỷ,430 m²,3,2,Sổ đỏ,2,14 m,33 m,Nhà trống,,,,,,
13.9 tỷ,196 m²,3,2,Sổ đỏ,1,11.5 m,18 m,Nhà trống,,,,,,
4.72 tỷ,68 m²,2,3,Sổ đỏ,2,5 m,14 m,Nhà trống,,,,,,
6.4 tỷ,100 m²,3,2,Sổ đỏ,3,5 m,20 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Nhà cấp 4
2.65 tỷ,180 m²,5,3,Sổ hồng,2,6 m,29.99 m,Đang ở,,Mặt tiền,Đã qua sử dụng,5 m,,Nhà cấp 3
2.45 tỷ,70 m²,2,2,Sổ hồng,2,5 m,14.6 m,Nhà trống,,,,,,
4.4 tỷ,74 m²,3,3,Sổ hồng,3,4 m,18.8 m,Đang ở,,,,,,
3.6 tỷ,56 m²,3,2,Sổ hồng,2,4 m,16 m,Đang ở,,,,,,
4.6 tỷ,80 m²,2,1,Sổ hồng,1,6 m,13 m,Đang ở,,,,,,
4.4 tỷ,74 m²,3,3,Sổ hồng,3,4 m,18.8 m,Đang ở,,,,,,
4.75 tỷ,60 m²,2,2,Sổ hồng,1,4 m,15 m,Nhà trống,,,,,,
15.5 tỷ,71 m²,4,4,Sổ đỏ,4,4.2 m,17 m,Nhà trống,,,,,,
4.5 tỷ,80 m²,2,1,Sổ đỏ,1,6.2 m,16 m,Đang ở,,,,,,
7.9 tỷ,114 m²,1,1,Sổ đỏ,,5 m,23 m,Nhà trống,,,,,,
7.7 tỷ,115 m²,5,5,Sổ đỏ,5+,5 m,23 m,Đang ở,,,,,,
5.5 tỷ,172 m²,12,5,Sổ đỏ,2,8 m,21 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Nhà cấp 2
5.5 tỷ,100 m²,3,2,Sổ đỏ,2,4 m,25 m,Đang ở,,Mặt tiền,Đã qua sử dụng,7.5 m,,Nhà cấp 2
3.99 tỷ,50 m²,3,2,Sổ đỏ,3,7 m,7 m,Nhà trống,,,,,,
3.4 tỷ,60 m²,2,1,Sổ hồng,1,5.2 m,12 m,Nhà trống,,,,,,
4.4 tỷ,74 m²,3,3,Sổ hồng,3,4 m,18.8 m,Đang ở,,,,,,
5.9 tỷ,125 m²,2,1,Sổ đỏ,1,5 m,25 m,Đang ở,,,,,,
6.5 tỷ,75 m²,3,3,Sổ hồng,3,5 m,15 m,Nhà trống,,,,,,
15.5 tỷ,72 m²,4,3,Sổ hồng,4,4.2 m,17 m,Nhà trống,,,,,,
2.68 tỷ,36 m²,3,2,Sổ đỏ,3,3.5 m,9.5 m,Nhà trống,,,,,,
18 tỷ,111 m²,2,1,Sổ hồng,1,5 m,22 m,Đang ở,,,,,,
1.75 tỷ,60 m²,2,2,Sổ đỏ,1,5 m,12 m,Đang ở,,,,,,
3.12 tỷ,70 m²,2,2,Sổ đỏ,1,3 m,23 m,Đang ở,,,,,,
3.12 tỷ,70 m²,2,2,Sổ đỏ,1,3 m,23 m,Nhà trống,,,,,,
5 tỷ,75 m²,3,2,Sổ hồng,2,4 m,18 m,Nhà trống,,,,,,
24.5 tỷ,228 m²,5,5,Sổ hồng,3,8 m,28 m,Đang ở,,,,,,
10 tỷ,100 m²,3,2,Sổ đỏ,3,5 m,20 m,Đang ở,2016,Mặt tiền,Đã qua sử dụng,15 m,,Nhà cấp 3
11.9 tỷ,360 m²,4,3,Sổ đỏ,4,6 m,20 m,Đang ở,2019,Mặt tiền,Đã qua sử dụng,15 m,,Biệt thự
3.2 tỷ,54 m²,4,4,Sổ hồng,3,6 m,9 m,Đang ở,,,,,,
2.05 tỷ,64 m²,3,2,Sổ hồng,2,4.2 m,14 m,Nhà trống,,,,,,
4.1 tỷ,66 m²,3,2,Sổ hồng,3,4 m,16.5 m,Nhà trống,,,,,,
5.9 tỷ,72 m²,3,2,Sổ hồng,2,4.5 m,16 m,Nhà trống,,,,,,
2.05 tỷ,63 m²,3,2,Sổ đỏ,2,4.2 m,15 m,Đang ở,,,,,,
2.65 tỷ,80 m²,4,5,Sổ đỏ,1,5 m,16 m,Nhà trống,,,,,,
4.5 tỷ,120 m²,5,5,Sổ đỏ,1,5.5 m,22 m,Nhà trống,,,,,,
3.5 tỷ,72 m²,3,3,Hợp đồng mua bán,3,5 m,12 m,Nhà trống,,,,,,
7.7 tỷ,115 m²,5,5,Sổ đỏ,5+,5 m,23 m,Nhà trống,,,,,,
3.1 tỷ,73 m²,2,1,Sổ đỏ,1,3 m,23.6 m,Nhà trống,,,,,,
2.75 tỷ,61 m²,3,3,Sổ đỏ,3,5.6 m,12 m,Đang ở,,,,,,
2.58 tỷ,76 m²,3,2,Hợp đồng mua bán,2,4 m,19.4 m,Nhà trống,,,,,,
3.05 tỷ,73 m²,3,3,Sổ đỏ,3,4.5 m,16 m,Nhà trống,,,,,,
7.7 tỷ,115 m²,5,5,Sổ đỏ,5+,5 m,23 m,Đang ở,,,,,,
12.5 tỷ,122 m²,5,5,Sổ hồng,5+,7 m,18 m,Đang ở,,,,,,
1.25 tỷ,100 m²,,,Sổ hồng,,,,Đang ở,,Hẻm,,6 m,Đông Bắc,
1.65 tỷ,53 m²,2,2,Sổ hồng,2,4.5 m,12 m,Nhà trống,,,,,,
4.8 tỷ,95 m²,3,3,Sổ hồng,,5 m,19 m,Có nội thất,,Mặt tiền,Đã qua sử dụng,30 m,,
9.6 tỷ,200 m²,3,3,Sổ hồng,2,10 m,20 m,Đang ở,,,,,,
4.8 tỷ,95 m²,4,3,Sổ hồng,3,5 m,19 m,Đang ở,,Mặt tiền,Đã qua sử dụng,30 m,,
6.7 tỷ,98 m²,4,4,Sổ hồng,2,5 m,19.5 m,Nhà trống,,,,,,
10.65 tỷ,100 m²,5,5,Sổ hồng,5+,5 m,20 m,Đang ở,,,,,,
5 tỷ,75 m²,3,2,Sổ hồng,2,4 m,18 m,Đang ở,,,,,,
5.7 tỷ,75 m²,3,2,Sổ hồng,2,5 m,15 m,Nhà trống,,,,,,
8.5 tỷ,180 m²,5,5,Sổ hồng,2,12 m,15 m,Đang ở,,,,,,
5.7 tỷ,75 m²,3,2,Sổ đỏ,2,5 m,15 m,Đang ở,,,,,,
4.37 tỷ,88 m²,3,3,Sổ đỏ,2,5 m,18 m,Nhà trống,,,,,,
5.1 tỷ,70 m²,3,2,Sổ đỏ,3,4.5 m,15 m,Đang ở,,Mặt tiền,Đã qua sử dụng,5.5 m,,Nhà cấp 3
4.7 tỷ,55 m²,3,3,Sổ đỏ,3,,,Nhà trống,,,,,,
2.58 tỷ,47 m²,2,2,Sổ hồng,2,8 m,6 m,Nhà trống,,,,,,
3 tỷ,61 m²,2,1,Sổ hồng,1,4 m,15 m,Nhà trống,,,,,,
2.75 tỷ,40 m²,3,2,Sổ hồng,2,3.5 m,11 m,Đang ở,,,,,,
17.5 tỷ,210 m²,4,5,Sổ hồng,4,5 m,34 m,Nhà trống,,,,,,
6.4 tỷ,110 m²,5,,Sổ đỏ,2,5 m,22 m,Nhà trống,,,,,,
7 tỷ,100 m²,4,4,Sổ hồng,3,3.3 m,30 m,Đang ở,,,,,,
3.6 tỷ,122 m²,2,1,Sổ đỏ,2,5.8 m,22 m,Nhà trống,,,,,,
2.59 tỷ,71 m²,2,2,Sổ đỏ,2,4 m,18 m,Nhà trống,,,,,,
2.58 tỷ,47 m²,2,2,Sổ đỏ,2,8 m,5.8 m,Đang ở,,,,,,
2.58 tỷ,47 m²,2,2,Sổ hồng,2,8 m,6 m,Đang ở,,,,,,
2.75 tỷ,40 m²,3,2,Sổ hồng,2,3.5 m,11 m,Đang ở,,,,,,
28.5 tỷ,350 m²,5,5,Sổ hồng,4,8.4 m,42 m,Nhà trống,,,,,,
3 tỷ,80 m²,3,2,Sổ đỏ,2,5 m,16 m,Đang ở,,Mặt tiền,Đã qua sử dụng,5.5 m,,Nhà cấp 2
